id,label,lang,text,group_id,is_augmented
ten-002-v2,tenancy,en,My owner of the house is demanding a 40 percent rent increase in the middle of the agreement period. The agreement says 5 percent annual increase. He says accept or move out within a month.,ten-002,True
ten-002-v3,tenancy,en,My flat owner is demanding a 40 percent rent increase in the middle of the agreement period. The agreement says 5 percent annual increase. He says accept or move out within a month.,ten-002,True
ten-004,tenancy,en,My landlord entered my flat with his own key while my family was away. He says the flat is his property and he can inspect it whenever he wants.,ten-004,False
ten-004-v1,tenancy,en,My flat owner entered my apartment with his own key while my family was away. He says the flat is his property and he can inspect it whenever he wants.,ten-004,True
ten-004-v2,tenancy,en,Please help me with this. My house owner entered my apartment with his own key while my family was away. He says the flat is his property and he can inspect it whenever he wants.,ten-004,True
ten-004-v3,tenancy,en,My house owner entered my apartment with his own key while my family was away. He says the flat is his property and he can inspect it whenever he wants. Kindly guide me on the next steps.,ten-004,True
ten-005,tenancy,en,"We have lived in this house for eight years, always paying rent on time. The landlord's son now wants the house and they have given us fifteen days to leave without any written notice.",ten-005,False
ten-005-v1,tenancy,en,"Please help me with this. We have lived in this house for eight years, always paying rent on time. The house owner's son now wants the house and they have given us fifteen days to leave without any written notice.",ten-005,True
ten-005-v2,tenancy,en,"We have lived in this house for eight years, always paying rent on time. The owner of the house's son now wants the house and they have given us fifteen days to leave without any written notice.",ten-005,True
ten-005-v3,tenancy,en,"We have lived in this house for eight years, always paying rent on time. The owner of the house's son now wants the house and they have given us fifteen days to leave without any written notice. Please advise.",ten-005,True
ten-006,tenancy,hi-rom,Makaan malik ne bina bataye bijli ka connection kata diya kyunki humne rent badhane se mana kar diya. Do din se bacche andhere me padh rahe hain. Ye legal hai kya?,ten-006,False
ten-006-v1,tenancy,hi-rom,"Hello, Makaan malik ne bina bataye bijli ka connection kata diya kyunki humne rent badhane se mana kar diya. Do din se bacche andhere me padh rahe hain. Ye legal hai kya?",ten-006,True
ten-006-v2,tenancy,hi-rom,Makaan malik ne bina bataye bijli ka connection kata diya kyunki humne rent badhane se mana kar diya. Do din se bacche andhere me padh rahe hain. Ye legal hai kya? Is there any legal option for me?,ten-006,True
ten-006-v3,tenancy,hi-rom,I need some guidance. Makaan malik ne bina bataye bijli ka connection kata diya kyunki humne rent badhane se mana kar diya. Do din se bacche andhere me padh rahe hain. Ye legal hai kya?,ten-006,True
ten-007,tenancy,en,"My landlord collects Rs 3,000 monthly for maintenance but the lift has not worked for six months and the common areas are never cleaned. He refuses to account for the money.",ten-007,False
ten-007-v1,tenancy,en,"My house owner collects Rs 1,200 monthly for maintenance but the lift has not worked for six months and the common areas are never cleaned. He refuses to account for the money. Is there any legal option for me?",ten-007,True
ten-007-v2,tenancy,en,"My house owner collects Rs 1,200 monthly for maintenance but the lift has not worked for six months and the common areas are never cleaned. He refuses to account for the money.",ten-007,True
ten-007-v3,tenancy,en,"My owner of the house collects Rs 4,500 monthly for maintenance but the lift has not worked for six months and the common areas are never cleaned. He refuses to account for the money.",ten-007,True
ten-008,tenancy,en,The flat owner sold the flat I live in without informing me. The new owner is demanding I vacate immediately even though my registered lease has fourteen months remaining.,ten-008,False
ten-008-v1,tenancy,en,The apartment owner sold the flat I live in without informing me. The new owner is demanding I move out immediately even though my registered lease has fourteen months remaining. What should I do now?,ten-008,True
ten-008-v2,tenancy,en,The apartment owner sold the flat I live in without informing me. The new owner is demanding I move out immediately even though my registered lease has fourteen months remaining.,ten-008,True
ten-008-v3,tenancy,en,Please help me with this. The apartment owner sold the flat I live in without informing me. The new owner is demanding I move out immediately even though my registered lease has fourteen months remaining.,ten-008,True
ten-009,tenancy,en,"I asked for a refund of my deposit after vacating, and the owner says the interior needed deep cleaning and repainting so nothing is refundable. He has no bills to show and the flat was left in good condition.",ten-009,False
ten-009-v1,tenancy,en,"Hello, I asked for a money back of my deposit after vacating, and the owner says the interior needed deep cleaning and repainting so nothing is refundable. He has no bills to show and the apartment was left in good condition.",ten-009,True
ten-009-v2,tenancy,en,"I asked for a money back of my deposit after vacating, and the owner says the interior needed deep cleaning and repainting so nothing is refundable. He has no bills to show and the apartment was left in good condition. What should I do now?",ten-009,True
ten-009-v3,tenancy,en,"I asked for a money back of my deposit after vacating, and the owner says the interior needed deep cleaning and repainting so nothing is refundable. He has no bills to show and the apartment was left in good condition.",ten-009,True
ten-010,tenancy,en,My landlord charges me for electricity at Rs 12 per unit through a submeter while the actual tariff is around Rs 7. Over three years this adds up to a huge amount. Can I recover this?,ten-010,False
ten-010-v1,tenancy,en,My house owner charges me for electricity at Rs 12 per unit through a submeter while the actual tariff is around Rs 7. Over three years this adds up to a huge amount. Can I recover this?,ten-010,True
ten-010-v2,tenancy,en,"Hello, My flat owner charges me for electricity at Rs 12 per unit through a submeter while the actual tariff is around Rs 7. Over three years this adds up to a huge amount. Can I recover this?",ten-010,True
ten-010-v3,tenancy,en,Please help me with this. My house owner charges me for electricity at Rs 12 per unit through a submeter while the actual tariff is around Rs 7. Over three years this adds up to a huge amount. Can I recover this?,ten-010,True
ten-011,tenancy,en,"The landlord has been pressuring us to vacate by making excuses, and yesterday he dumped construction material blocking our door and the parking. Police said it is a civil matter.",ten-011,False
ten-011-v1,tenancy,en,"The flat owner has been pressuring us to move out by making excuses, and yesterday he dumped construction material blocking our door and the parking. Police said it is a civil matter.",ten-011,True
ten-011-v2,tenancy,en,"Please help me with this. The flat owner has been pressuring us to move out by making excuses, and yesterday he dumped construction material blocking our door and the parking. Police said it is a civil matter.",ten-011,True
ten-011-v3,tenancy,en,"The owner of the house has been pressuring us to move out by making excuses, and yesterday he dumped construction material blocking our door and the parking. Police said it is a civil matter. Kindly guide me on the next steps.",ten-011,True
ten-012,tenancy,en,"I paid eleven months rent in advance as the landlord insisted, with no written agreement. Now he denies receiving the advance and has issued a notice for non payment of rent.",ten-012,False
ten-012-v1,tenancy,en,"I paid eleven months rent in upfront payment as the house owner insisted, with no written agreement. Now he denies receiving the advance and has issued a notice for non payment of rent. What should I do now?",ten-012,True
ten-012-v2,tenancy,en,"I paid eleven months rent in upfront payment as the flat owner insisted, with no written agreement. Now he denies receiving the advance and has issued a notice for non payment of rent. Kindly guide me on the next steps.",ten-012,True
ten-012-v3,tenancy,en,"Please help me with this. I paid eleven months rent in upfront payment as the owner of the house insisted, with no written agreement. Now he denies receiving the advance and has issued a notice for non payment of rent.",ten-012,True
ten-013,tenancy,en,Our landlady locked the terrace and the common washing area that were part of the agreed amenities. She says these are her private areas now and the rent stays the same.,ten-013,False
ten-013-v1,tenancy,en,Our landlady locked the terrace and the common washing area that were part of the agreed amenities. She says these are her private areas now and the rent stays the same. Kindly guide me on the next steps.,ten-013,True
ten-013-v2,tenancy,en,"Sir, Our landlady locked the terrace and the common washing area that were part of the agreed amenities. She says these are her private areas now and the rent stays the same.",ten-013,True
ten-013-v3,tenancy,en,Our landlady locked the terrace and the common washing area that were part of the agreed amenities. She says these are her private areas now and the rent stays the same. What should I do now?,ten-013,True
ten-017,tenancy,hi-rom,"Owner ne flat dikhaya tha furnished bol ke, shift hone ke baad aadha saman utha le gaya. Rent wahi le raha hai full furnished ka. Agreement me itemised list nahi hai, meri galti hai, par kuch to ho sakta hai?",ten-017,False
ten-017-v1,tenancy,hi-rom,"Owner ne apartment dikhaya tha furnished bol ke, shift hone ke baad aadha saman utha le gaya. Rent wahi le raha hai full furnished ka. Agreement me itemised list nahi hai, meri galti hai, par kuch to ho sakta hai? Is there any legal option for me?",ten-017,True
ten-017-v2,tenancy,hi-rom,"I need some guidance. Owner ne apartment dikhaya tha furnished bol ke, shift hone ke baad aadha saman utha le gaya. Rent wahi le raha hai full furnished ka. Agreement me itemised list nahi hai, meri galti hai, par kuch to ho sakta hai?",ten-017,True
ten-017-v3,tenancy,hi-rom,"Owner ne apartment dikhaya tha furnished bol ke, shift hone ke baad aadha saman utha le gaya. Rent wahi le raha hai full furnished ka. Agreement me itemised list nahi hai, meri galti hai, par kuch to ho sakta hai? What should I do now?",ten-017,True
ten-018,tenancy,en,My landlord has filed a false police complaint saying I have not paid rent for a year. I have bank transfer records for every single month. He wants to scare us into leaving.,ten-018,False
ten-018-v1,tenancy,en,"Hello, My flat owner has filed a false police grievance saying I have not paid rent for a year. I have bank transfer records for every single month. He wants to scare us into leaving.",ten-018,True
ten-018-v2,tenancy,en,My flat owner has filed a false police grievance saying I have not paid rent for a year. I have bank transfer records for every single month. He wants to scare us into leaving.,ten-018,True
ten-018-v3,tenancy,en,My house owner has filed a false police grievance saying I have not paid rent for a year. I have bank transfer records for every single month. He wants to scare us into leaving.,ten-018,True
ten-019,tenancy,en,The building I rent a flat in has been declared structurally unsafe by the municipal corporation. The landlord is still collecting full rent and says the notice is a formality.,ten-019,False
ten-019-v1,tenancy,en,The building I rent a apartment in has been declared structurally unsafe by the municipal corporation. The owner of the house is still collecting full rent and says the notice is a formality.,ten-019,True
ten-019-v2,tenancy,en,The building I rent a apartment in has been declared structurally unsafe by the municipal corporation. The flat owner is still collecting full rent and says the notice is a formality.,ten-019,True
ten-019-v3,tenancy,en,"Hello, The building I rent a apartment in has been declared structurally unsafe by the municipal corporation. The house owner is still collecting full rent and says the notice is a formality.",ten-019,True
ten-022,tenancy,en,We are four working women sharing a rented flat. The landlord announced new rules banning visitors after 7 pm and weekly room inspections. This was never in the agreement.,ten-022,False
ten-022-v1,tenancy,en,We are four working women sharing a rented apartment. The house owner announced new rules banning visitors after 7 pm and weekly room inspections. This was never in the agreement.,ten-022,True
ten-022-v2,tenancy,en,We are four working women sharing a rented apartment. The flat owner announced new rules banning visitors after 7 pm and weekly room inspections. This was never in the agreement.,ten-022,True
ten-022-v3,tenancy,en,We are four working women sharing a rented apartment. The owner of the house announced new rules banning visitors after 7 pm and weekly room inspections. This was never in the agreement. What should I do now?,ten-022,True
ten-025,tenancy,en,"I gave two months notice as per the agreement, but the landlord says the lock in period is eleven months and I must pay rent for the remaining five months even after leaving.",ten-025,False
ten-025-v1,tenancy,en,"I gave two months notice as per the agreement, but the house owner says the lock in period is eleven months and I must pay rent for the remaining five months even after leaving.",ten-025,True
ten-025-v2,tenancy,en,"I gave two months notice as per the agreement, but the house owner says the lock in period is eleven months and I must pay rent for the remaining five months even after leaving. Is there any legal option for me?",ten-025,True
ten-025-v3,tenancy,en,"I gave two months notice as per the agreement, but the owner of the house says the lock in period is eleven months and I must pay rent for the remaining five months even after leaving. Please advise.",ten-025,True
ten-027,tenancy,en,"The PG I stayed in for a year is refusing to return the Rs 25,000 deposit, saying I left without one month notice. Their own rule card says fifteen days notice, which I gave in writing.",ten-027,False
ten-027-v1,tenancy,en,"The PG I stayed in for a year is refusing to return the Rs 20,000 deposit, saying I left without one month notice. Their own rule card says fifteen days notice, which I gave in writing. Is there any legal option for me?",ten-027,True
ten-027-v2,tenancy,en,"Sir, The PG I stayed in for a year is refusing to return the Rs 50,000 deposit, saying I left without one month notice. Their own rule card says fifteen days notice, which I gave in writing.",ten-027,True
ten-027-v3,tenancy,en,"The PG I stayed in for a year is refusing to return the Rs 15,000 deposit, saying I left without one month notice. Their own rule card says fifteen days notice, which I gave in writing.",ten-027,True
ten-028,tenancy,en,My landlord wants to install a CCTV camera facing my flat's entrance inside the house compound. It records everyone who visits me. He refuses to move it and says it is for his security.,ten-028,False
ten-028-v1,tenancy,en,My flat owner wants to install a CCTV camera facing my apartment's entrance inside the house compound. It records everyone who visits me. He refuses to move it and says it is for his security.,ten-028,True
ten-028-v2,tenancy,en,My house owner wants to install a CCTV camera facing my apartment's entrance inside the house compound. It records everyone who visits me. He refuses to move it and says it is for his security.,ten-028,True
ten-028-v3,tenancy,en,My owner of the house wants to install a CCTV camera facing my apartment's entrance inside the house compound. It records everyone who visits me. He refuses to move it and says it is for his security.,ten-028,True
ten-029,tenancy,hi-rom,"Ghar ka kiraya cash me dete the har mahine, koi receipt nahi li kabhi. Ab malik keh raha hai chhe mahine ka baaki hai. Wo jhooth bol raha hai par mere paas saboot nahi hai. Kya karein?",ten-029,False
ten-029-v1,tenancy,hi-rom,"Hello, Ghar ka kiraya cash me dete the har mahine, koi receipt nahi li kabhi. Ab malik keh raha hai chhe mahine ka baaki hai. Wo jhooth bol raha hai par mere paas saboot nahi hai. Kya karein?",ten-029,True
ten-029-v2,tenancy,hi-rom,"Ghar ka kiraya cash me dete the har mahine, koi receipt nahi li kabhi. Ab malik keh raha hai chhe mahine ka baaki hai. Wo jhooth bol raha hai par mere paas saboot nahi hai. Kya karein? Kindly guide me on the next steps.",ten-029,True
ten-029-v3,tenancy,hi-rom,"I need some guidance. Ghar ka kiraya cash me dete the har mahine, koi receipt nahi li kabhi. Ab malik keh raha hai chhe mahine ka baaki hai. Wo jhooth bol raha hai par mere paas saboot nahi hai. Kya karein?",ten-029,True
ten-030,tenancy,en,"The flat above mine, owned by the same landlord, leaks sewage into my bathroom. Repairs need work in that flat, which is vacant, but the landlord says he will fix it whenever he finds a new tenant.",ten-030,False
ten-030-v1,tenancy,en,"The apartment above mine, owned by the same owner of the house, leaks sewage into my bathroom. Repairs need work in that flat, which is vacant, but the landlord says he will fix it whenever he finds a new tenant.",ten-030,True
ten-030-v2,tenancy,en,"The apartment above mine, owned by the same house owner, leaks sewage into my bathroom. Repairs need work in that flat, which is vacant, but the landlord says he will fix it whenever he finds a new tenant.",ten-030,True
ten-030-v3,tenancy,en,"The apartment above mine, owned by the same owner of the house, leaks sewage into my bathroom. Repairs need work in that flat, which is vacant, but the landlord says he will fix it whenever he finds a new tenant. Kindly guide me on the next steps.",ten-030,True
ten-031,tenancy,en,I have rented my flat to a tenant who has not paid rent for five months. He does not respond to calls and has changed the lock. The agreement expired and he refuses to renew or leave.,ten-031,False
ten-031-v1,tenancy,en,I have rented my apartment to a tenant who has not paid rent for five months. He does not respond to calls and has changed the lock. The agreement expired and he refuses to renew or leave. Is there any legal option for me?,ten-031,True
ten-031-v2,tenancy,en,I have rented my apartment to a tenant who has not paid rent for five months. He does not respond to calls and has changed the lock. The agreement expired and he refuses to renew or leave. What should I do now?,ten-031,True
ten-031-v3,tenancy,en,I need some guidance. I have rented my apartment to a tenant who has not paid rent for five months. He does not respond to calls and has changed the lock. The agreement expired and he refuses to renew or leave.,ten-031,True
ten-032,tenancy,en,My tenant sublet my house to three families without permission. The agreement clearly prohibits subletting. The subtenants say they paid him and will not leave. I am getting nothing from anyone.,ten-032,False
ten-032-v1,tenancy,en,I need some guidance. My tenant sublet my house to three families without permission. The agreement clearly prohibits subletting. The subtenants say they paid him and will not leave. I am getting nothing from anyone.,ten-032,True
ten-032-v2,tenancy,en,My tenant sublet my house to three families without permission. The agreement clearly prohibits subletting. The subtenants say they paid him and will not leave. I am getting nothing from anyone. Is there any legal option for me?,ten-032,True
ten-032-v3,tenancy,en,"Sir, My tenant sublet my house to three families without permission. The agreement clearly prohibits subletting. The subtenants say they paid him and will not leave. I am getting nothing from anyone.",ten-032,True
ten-033,tenancy,en,The landlord promised covered parking in the agreement. After six months he rented my parking slot to an outsider and tells me to park on the road. My car has been scratched twice already.,ten-033,False
ten-033-v1,tenancy,en,Please help me with this. The flat owner promised covered parking in the agreement. After six months he rented my parking slot to an outsider and tells me to park on the road. My car has been scratched twice already.,ten-033,True
ten-033-v2,tenancy,en,Please help me with this. The house owner promised covered parking in the agreement. After six months he rented my parking slot to an outsider and tells me to park on the road. My car has been scratched twice already.,ten-033,True
ten-033-v3,tenancy,en,The owner of the house promised covered parking in the agreement. After six months he rented my parking slot to an outsider and tells me to park on the road. My car has been scratched twice already. What should I do now?,ten-033,True
ten-034,tenancy,en,I moved cities for work and my landlord is refusing to let me terminate early even with the two month penalty stated in the agreement. He wants the full remaining eight months of rent.,ten-034,False
ten-034-v1,tenancy,en,I moved cities for work and my flat owner is refusing to let me terminate early even with the two month penalty stated in the agreement. He wants the full remaining eight months of rent.,ten-034,True
ten-034-v2,tenancy,en,I moved cities for work and my owner of the house is refusing to let me terminate early even with the two month penalty stated in the agreement. He wants the full remaining eight months of rent. Is there any legal option for me?,ten-034,True
ten-034-v3,tenancy,en,Please help me with this. I moved cities for work and my house owner is refusing to let me terminate early even with the two month penalty stated in the agreement. He wants the full remaining eight months of rent.,ten-034,True
ten-035,tenancy,en,"Our society charges tenants double maintenance compared to owners and the landlord passes it to us on top of rent, though the agreement says maintenance is included in rent.",ten-035,False
ten-035-v1,tenancy,en,"Sir, Our society charges tenants double maintenance compared to owners and the house owner passes it to us on top of rent, though the agreement says maintenance is included in rent.",ten-035,True
ten-035-v2,tenancy,en,"Our society charges tenants double maintenance compared to owners and the flat owner passes it to us on top of rent, though the agreement says maintenance is included in rent. Is there any legal option for me?",ten-035,True
ten-035-v3,tenancy,en,"Our society charges tenants double maintenance compared to owners and the flat owner passes it to us on top of rent, though the agreement says maintenance is included in rent.",ten-035,True
ten-036,tenancy,en,"The landlord's family uses our floor's bathroom during their functions, sometimes ten times a day, saying it was their house first. It is inside our rented portion and locks from outside.",ten-036,False
ten-036-v1,tenancy,en,"The house owner's family uses our floor's bathroom during their functions, sometimes ten times a day, saying it was their house first. It is inside our rented portion and locks from outside. Kindly guide me on the next steps.",ten-036,True
ten-036-v2,tenancy,en,"Hello, The flat owner's family uses our floor's bathroom during their functions, sometimes ten times a day, saying it was their house first. It is inside our rented portion and locks from outside.",ten-036,True
ten-036-v3,tenancy,en,"The flat owner's family uses our floor's bathroom during their functions, sometimes ten times a day, saying it was their house first. It is inside our rented portion and locks from outside.",ten-036,True
ten-037,tenancy,en,"I rented a house and discovered the landlord had not paid the water connection dues for years. The connection was cut and he expects me to clear his Rs 30,000 arrears to restore it.",ten-037,False
ten-037-v1,tenancy,en,"I rented a house and discovered the flat owner had not paid the water connection dues for years. The connection was cut and he expects me to clear his Rs 12,000 arrears to restore it.",ten-037,True
ten-037-v2,tenancy,en,"I rented a house and discovered the flat owner had not paid the water connection dues for years. The connection was cut and he expects me to clear his Rs 60,000 arrears to restore it.",ten-037,True
ten-037-v3,tenancy,en,"I rented a house and discovered the owner of the house had not paid the water connection dues for years. The connection was cut and he expects me to clear his Rs 60,000 arrears to restore it.",ten-037,True
ten-038,tenancy,en,My tenant is running a noisy tailoring unit with four machines in a flat rented strictly for residence. Neighbours complain to me daily and the society is threatening action against me as the owner.,ten-038,False
ten-038-v1,tenancy,en,My tenant is running a noisy tailoring unit with four machines in a apartment rented strictly for residence. Neighbours complain to me daily and the society is threatening action against me as the owner.,ten-038,True
ten-038-v2,tenancy,en,My tenant is running a noisy tailoring unit with four machines in a apartment rented strictly for residence. Neighbours complain to me daily and the society is threatening action against me as the owner. Kindly guide me on the next steps.,ten-038,True
ten-038-v3,tenancy,en,My tenant is running a noisy tailoring unit with four machines in a apartment rented strictly for residence. Neighbours complain to me daily and the society is threatening action against me as the owner. Please advise.,ten-038,True
ten-040,tenancy,en,"I own a small flat which I rented to a family. They have paid no rent for seven months, citing job loss. I sympathize but I depend on this rent for my medicines. They refuse mediation.",ten-040,False
ten-040-v1,tenancy,en,"I own a small apartment which I rented to a family. They have paid no rent for seven months, citing job loss. I sympathize but I depend on this rent for my medicines. They refuse mediation. Is there any legal option for me?",ten-040,True
ten-040-v2,tenancy,en,"I own a small apartment which I rented to a family. They have paid no rent for seven months, citing job loss. I sympathize but I depend on this rent for my medicines. They refuse mediation. What should I do now?",ten-040,True
ten-040-v3,tenancy,en,"I own a small apartment which I rented to a family. They have paid no rent for seven months, citing job loss. I sympathize but I depend on this rent for my medicines. They refuse mediation.",ten-040,True
ten-041,tenancy,en,"My landlord refuses rent receipts because he does not want to pay tax on the income. My company needs receipts for HRA. He says take it or leave it, everyone here does this.",ten-041,False
ten-041-v1,tenancy,en,"My house owner refuses rent receipts because he does not want to pay tax on the income. My firm needs receipts for HRA. He says take it or leave it, everyone here does this.",ten-041,True
ten-041-v2,tenancy,en,"My owner of the house refuses rent receipts because he does not want to pay tax on the income. My firm needs receipts for HRA. He says take it or leave it, everyone here does this.",ten-041,True
ten-041-v3,tenancy,en,"I need some guidance. My owner of the house refuses rent receipts because he does not want to pay tax on the income. My firm needs receipts for HRA. He says take it or leave it, everyone here does this.",ten-041,True
ten-043,tenancy,hi-rom,"Malik makaan khali karwane ke liye roz naye tareeke nikal raha hai. Kabhi pani band, kabhi gate pe taala. Humne 3 saal ka agreement kiya hai abhi ek saal hua hai. Rent time pe dete hain phir bhi.",ten-043,False
ten-043-v1,tenancy,hi-rom,"Malik makaan khali karwane ke liye roz naye tareeke nikal raha hai. Kabhi pani band, kabhi gate pe taala. Humne 3 saal ka agreement kiya hai abhi ek saal hua hai. Rent time pe dete hain phir bhi. Kindly guide me on the next steps.",ten-043,True
ten-043-v2,tenancy,hi-rom,"Malik makaan khali karwane ke liye roz naye tareeke nikal raha hai. Kabhi pani band, kabhi gate pe taala. Humne 3 saal ka agreement kiya hai abhi ek saal hua hai. Rent time pe dete hain phir bhi. Please advise.",ten-043,True
ten-043-v3,tenancy,hi-rom,"Hello, Malik makaan khali karwane ke liye roz naye tareeke nikal raha hai. Kabhi pani band, kabhi gate pe taala. Humne 3 saal ka agreement kiya hai abhi ek saal hua hai. Rent time pe dete hain phir bhi.",ten-043,True
ten-044,tenancy,en,"I share a rented flat with two flatmates and only my name is on the agreement. They have both stopped paying their shares and the landlord holds me responsible for the full rent of Rs 45,000.",ten-044,False
ten-044-v1,tenancy,en,"I share a rented apartment with two flatmates and only my name is on the agreement. They have both stopped paying their shares and the house owner holds me responsible for the full rent of Rs 112,000.",ten-044,True
ten-044-v2,tenancy,en,"I share a rented apartment with two flatmates and only my name is on the agreement. They have both stopped paying their shares and the house owner holds me responsible for the full rent of Rs 112,000. Please advise.",ten-044,True
ten-044-v3,tenancy,en,"Hello, I share a rented apartment with two flatmates and only my name is on the agreement. They have both stopped paying their shares and the flat owner holds me responsible for the full rent of Rs 27,000.",ten-044,True
ten-045,tenancy,en,The landlord is redeveloping the building and all other tenants took his settlement. I want fair compensation for my ground floor shop tenancy of twenty years but he is offering the same as residential tenants.,ten-045,False
ten-045-v1,tenancy,en,The owner of the house is redeveloping the building and all other tenants took his settlement. I want fair compensation for my ground floor store tenancy of twenty years but he is offering the same as residential tenants.,ten-045,True
ten-045-v2,tenancy,en,Please help me with this. The owner of the house is redeveloping the building and all other tenants took his settlement. I want fair compensation for my ground floor store tenancy of twenty years but he is offering the same as residential tenants.,ten-045,True
ten-045-v3,tenancy,en,The flat owner is redeveloping the building and all other tenants took his settlement. I want fair compensation for my ground floor store tenancy of twenty years but he is offering the same as residential tenants. Kindly guide me on the next steps.,ten-045,True
ten-046,tenancy,en,"My rented flat's balcony grill was rusted and gave way, and my son was nearly hurt. I repaired it and deducted the cost from rent with prior written notice. The landlord now calls this rent default.",ten-046,False
ten-046-v1,tenancy,en,"I need some guidance. My rented apartment's balcony grill was rusted and gave way, and my son was nearly hurt. I repaired it and deducted the cost from rent with prior written notice. The owner of the house now calls this rent default.",ten-046,True
ten-046-v2,tenancy,en,"My rented apartment's balcony grill was rusted and gave way, and my son was nearly hurt. I repaired it and deducted the cost from rent with prior written notice. The flat owner now calls this rent default.",ten-046,True
ten-046-v3,tenancy,en,"My rented apartment's balcony grill was rusted and gave way, and my son was nearly hurt. I repaired it and deducted the cost from rent with prior written notice. The flat owner now calls this rent default. Kindly guide me on the next steps.",ten-046,True
ten-047,tenancy,en,"The owner insists rent be paid only in cash on the first of every month in person. When I was travelling and paid on the 4th by transfer, he returned it and marked me a defaulter.",ten-047,False
ten-047-v1,tenancy,en,"The owner insists rent be paid only in cash on the first of every month in person. When I was travelling and paid on the 4th by transfer, he returned it and marked me a defaulter. Is there any legal option for me?",ten-047,True
ten-047-v2,tenancy,en,"I need some guidance. The owner insists rent be paid only in cash on the first of every month in person. When I was travelling and paid on the 4th by transfer, he returned it and marked me a defaulter.",ten-047,True
ten-047-v3,tenancy,en,"The owner insists rent be paid only in cash on the first of every month in person. When I was travelling and paid on the 4th by transfer, he returned it and marked me a defaulter. Kindly guide me on the next steps.",ten-047,True
ten-049,tenancy,en,"My tenant vacated at midnight without notice, owing three months rent, and took the ceiling fans, the geyser and the modular kitchen baskets. His deposit does not cover half of it.",ten-049,False
ten-049-v1,tenancy,en,"My tenant vacated at midnight without notice, owing three months rent, and took the ceiling fans, the geyser and the modular kitchen baskets. His deposit does not cover half of it. Please advise.",ten-049,True
ten-049-v2,tenancy,en,"I need some guidance. My tenant vacated at midnight without notice, owing three months rent, and took the ceiling fans, the geyser and the modular kitchen baskets. His deposit does not cover half of it.",ten-049,True
ten-049-v3,tenancy,en,"My tenant vacated at midnight without notice, owing three months rent, and took the ceiling fans, the geyser and the modular kitchen baskets. His deposit does not cover half of it. What should I do now?",ten-049,True
ten-050,tenancy,en,"The landlord verbally agreed to adjust the final two months of my stay against the deposit. Now after I vacated on that understanding, he claims two months unpaid rent and refuses the balance deposit too.",ten-050,False
ten-050-v1,tenancy,en,"The house owner verbally agreed to adjust the final two months of my stay against the deposit. Now after I vacated on that understanding, he claims two months unpaid rent and refuses the balance deposit too.",ten-050,True
ten-050-v2,tenancy,en,"Hello, The owner of the house verbally agreed to adjust the final two months of my stay against the deposit. Now after I vacated on that understanding, he claims two months unpaid rent and refuses the balance deposit too.",ten-050,True
ten-050-v3,tenancy,en,"I need some guidance. The owner of the house verbally agreed to adjust the final two months of my stay against the deposit. Now after I vacated on that understanding, he claims two months unpaid rent and refuses the balance deposit too.",ten-050,True
ten-051,tenancy,en,"Our building's owner rents out the terrace for loud events every weekend. Our agreements promise peaceful residential use. Complaints to him get one reply, the terrace is not part of your tenancy.",ten-051,False
ten-051-v1,tenancy,en,"Hello, Our building's owner rents out the terrace for loud events every weekend. Our agreements promise peaceful residential use. Complaints to him get one reply, the terrace is not part of your tenancy.",ten-051,True
ten-051-v2,tenancy,en,"Our building's owner rents out the terrace for loud events every weekend. Our agreements promise peaceful residential use. Complaints to him get one reply, the terrace is not part of your tenancy. What should I do now?",ten-051,True
ten-051-v3,tenancy,en,"Our building's owner rents out the terrace for loud events every weekend. Our agreements promise peaceful residential use. Complaints to him get one reply, the terrace is not part of your tenancy. Is there any legal option for me?",ten-051,True
ten-053,tenancy,en,My elderly parents are tenants of forty years in a pagdi style room. The new owner of the building is refusing repairs to make the room unlivable and offers a fraction of market rate to surrender it.,ten-053,False
ten-053-v1,tenancy,en,I need some guidance. My elderly parents are tenants of forty years in a pagdi style room. The new owner of the building is refusing repairs to make the room unlivable and offers a fraction of market rate to surrender it.,ten-053,True
ten-053-v2,tenancy,en,My elderly parents are tenants of forty years in a pagdi style room. The new owner of the building is refusing repairs to make the room unlivable and offers a fraction of market rate to surrender it. Please advise.,ten-053,True
ten-053-v3,tenancy,en,"Sir, My elderly parents are tenants of forty years in a pagdi style room. The new owner of the building is refusing repairs to make the room unlivable and offers a fraction of market rate to surrender it.",ten-053,True
ten-055,tenancy,en,"My landlord demands I vacate because he claims he needs the house for his daughter's marriage, but I know he has three other vacant flats in the same lane. I have two years left on my registered lease.",ten-055,False
ten-055-v1,tenancy,en,"My house owner demands I move out because he claims he needs the house for his daughter's marriage, but I know he has three other vacant flats in the same lane. I have two years left on my registered lease.",ten-055,True
ten-055-v2,tenancy,en,"My flat owner demands I move out because he claims he needs the house for his daughter's marriage, but I know he has three other vacant flats in the same lane. I have two years left on my registered lease. Kindly guide me on the next steps.",ten-055,True
ten-055-v3,tenancy,en,"My flat owner demands I move out because he claims he needs the house for his daughter's marriage, but I know he has three other vacant flats in the same lane. I have two years left on my registered lease.",ten-055,True
ten-056,tenancy,hi-rom,"Tenant ne flat me bina puche wall todke do kamre ka ek bada kamra bana diya. Ab bol raha hai improvement kiya hai, deposit se kyun kaatoge. Structural change hai ye to, society bhi notice de rahi hai mujhe.",ten-056,False
